time_ms,trial,obstacle,condition,cameraPositionX,cameraPositionY,cameraPositionZ
134788,7,human,head-on,0.7020670771598816,1.86617112159729,-2.9487526416778564
134799.09999999986,7,human,head-on,0.7008172869682312,1.8660587072372437,-2.954437255859375
134810.59999999986,7,human,head-on,0.6994814276695251,1.8658256530761719,-2.9601686000823975
134821.69999999995,7,human,head-on,0.6981285810470581,1.865552544593811,-2.966001272201538
134833.09999999986,7,human,head-on,0.6967481970787048,1.865185022354126,-2.971987247467041
134844.19999999995,7,human,head-on,0.6952025890350342,1.8649568557739258,-2.978067398071289
134855.3999999999,7,human,head-on,0.6935582160949707,1.8647102117538452,-2.984354257583618
134866.69999999995,7,human,head-on,0.6918601393699646,1.864464282989502,-2.9908194541931152
134877.69999999995,7,human,head-on,0.6901590824127197,1.8640652894973755,-2.997591733932495
134889.09999999986,7,human,head-on,0.6884543895721436,1.8636529445648193,-3.0045714378356934
134900.19999999995,7,human,head-on,0.686695396900177,1.8632129430770874,-3.011720895767212
134911.3999999999,7,human,head-on,0.6848927140235901,1.862779974937439,-3.0190649032592773
134922.3999999999,7,human,head-on,0.6829766035079956,1.862289547920227,-3.0265936851501465
134933.69999999995,7,human,head-on,0.680963397026062,1.8618017435073853,-3.03436017036438
134944.8999999999,7,human,head-on,0.6789405345916748,1.8612871170043945,-3.0423388481140137
134956,7,human,head-on,0.6769980788230896,1.860865831375122,-3.050428867340088
134967.3999999999,7,human,head-on,0.675103485584259,1.8604750633239746,-3.058741569519043
134978.5,7,human,head-on,0.6731637716293335,1.8600292205810547,-3.067262649536133
134989.69999999995,7,human,head-on,0.6712080240249634,1.859519362449646,-3.075958251953125
135000.59999999986,7,human,head-on,0.6692551374435425,1.8590039014816284,-3.0848371982574463
135011.8999999999,7,human,head-on,0.6672009229660034,1.858553171157837,-3.09381103515625
135023,7,human,head-on,0.6651855111122131,1.8580548763275146,-3.10298490524292
135034.09999999986,7,human,head-on,0.6632197499275208,1.8573764562606812,-3.1123714447021484
135045.30000000005,7,human,head-on,0.6612963676452637,1.8565181493759155,-3.1220076084136963
135056.5,7,human,head-on,0.6593706011772156,1.8555539846420288,-3.131817579269409
135067.59999999986,7,human,head-on,0.6574837565422058,1.854428768157959,-3.1417784690856934
135078.69999999995,7,human,head-on,0.655563473701477,1.8530528545379639,-3.151884078979492
135090,7,human,head-on,0.653651773929596,1.8514333963394165,-3.162008047103882
135101.09999999986,7,human,head-on,0.6517693400382996,1.8496958017349243,-3.1722781658172607
135112.30000000005,7,human,head-on,0.6498529314994812,1.8480143547058105,-3.1827964782714844
135123.3999999999,7,human,head-on,0.647987425327301,1.8464187383651733,-3.193563222885132
135134.59999999986,7,human,head-on,0.6461443901062012,1.8447179794311523,-3.2044527530670166
135145.80000000005,7,human,head-on,0.6443129777908325,1.8430250883102417,-3.215526580810547
135156.80000000005,7,human,head-on,0.6425170302391052,1.8413969278335571,-3.226759910583496
135168,7,human,head-on,0.6407354474067688,1.8399927616119385,-3.2381298542022705
135179.19999999995,7,human,head-on,0.6389820575714111,1.8387149572372437,-3.249629020690918
135190.30000000005,7,human,head-on,0.6372924447059631,1.8374872207641602,-3.2612273693084717
135201.5,7,human,head-on,0.6356306672096252,1.8362500667572021,-3.2729058265686035
135212.59999999986,7,human,head-on,0.6340036392211914,1.8351390361785889,-3.284717559814453
135223.80000000005,7,human,head-on,0.6324271559715271,1.834087610244751,-3.2966036796569824
135235,7,human,head-on,0.6309087872505188,1.833078384399414,-3.308553457260132
135246.09999999986,7,human,head-on,0.6293610334396362,1.832098364830017,-3.320446729660034
135257.19999999995,7,human,head-on,0.6278107762336731,1.8313708305358887,-3.332420825958252
135268.5,7,human,head-on,0.626168966293335,1.831076741218567,-3.3444936275482178
135279.59999999986,7,human,head-on,0.6245311498641968,1.8315341472625732,-3.356888771057129
135291.09999999986,7,human,head-on,0.6226179003715515,1.831502914428711,-3.3693394660949707
135301.8999999999,7,human,head-on,0.6205541491508484,1.8316516876220703,-3.38157320022583
135313,7,human,head-on,0.6184991002082825,1.832424521446228,-3.393915891647339
135324.09999999986,7,human,head-on,0.6163204312324524,1.833065390586853,-3.4059815406799316
135335.3999999999,7,human,head-on,0.6138706207275391,1.833298683166504,-3.4176790714263916
135346.5,7,human,head-on,0.6111474633216858,1.8333039283752441,-3.429145097732544
135357.59999999986,7,human,head-on,0.6083801984786987,1.8331298828125,-3.4402456283569336
135368.80000000005,7,human,head-on,0.6056835651397705,1.833067536354065,-3.4511141777038574
135379.8999999999,7,human,head-on,0.6029557585716248,1.8330568075180054,-3.46156907081604
135391.09999999986,7,human,head-on,0.600144624710083,1.8332417011260986,-3.471752882003784
135402.19999999995,7,human,head-on,0.5972198843955994,1.8334531784057617,-3.4817850589752197
135413.30000000005,7,human,head-on,0.5941006541252136,1.8335816860198975,-3.4916574954986572
135424.5,7,human,head-on,0.5907533764839172,1.8338695764541626,-3.5014231204986572
135435.80000000005,7,human,head-on,0.5874344706535339,1.8342843055725098,-3.5109994411468506
135446.8999999999,7,human,head-on,0.5841203927993774,1.834725260734558,-3.5204148292541504
135457.8999999999,7,human,head-on,0.5808409452438354,1.8353447914123535,-3.5296335220336914
135469.19999999995,7,human,head-on,0.5775489807128906,1.8360499143600464,-3.5387330055236816
135480.19999999995,7,human,head-on,0.5743240714073181,1.836875319480896,-3.547684669494629
135491.3999999999,7,human,head-on,0.5711418390274048,1.8376779556274414,-3.5564932823181152
135502.5,7,human,head-on,0.5679979920387268,1.838552713394165,-3.5651252269744873
135513.69999999995,7,human,head-on,0.5648035407066345,1.8395570516586304,-3.5735411643981934
135524.8999999999,7,human,head-on,0.5616779923439026,1.840705156326294,-3.5817859172821045
135536,7,human,head-on,0.5585047006607056,1.841922640800476,-3.589956045150757
135547.09999999986,7,human,head-on,0.5552977919578552,1.8430951833724976,-3.5980496406555176
135558.19999999995,7,human,head-on,0.5520668625831604,1.8442890644073486,-3.606095552444458
135569.3999999999,7,human,head-on,0.5486143231391907,1.8455873727798462,-3.6141974925994873
135580.5,7,human,head-on,0.545129656791687,1.8468339443206787,-3.622283458709717
135592.3999999999,7,human,head-on,0.5416620969772339,1.847882866859436,-3.630317449569702
135602.80000000005,7,human,head-on,0.5382747650146484,1.848680853843689,-3.638317346572876
135613.8999999999,7,human,head-on,0.534845769405365,1.8492553234100342,-3.6463520526885986
135625.09999999986,7,human,head-on,0.531389594078064,1.8496568202972412,-3.654428720474243
135636.19999999995,7,human,head-on,0.5278559923171997,1.8498579263687134,-3.6625545024871826
135647.19999999995,7,human,head-on,0.524223804473877,1.8498387336730957,-3.670773983001709
135658.09999999986,7,human,head-on,0.5204784870147705,1.849487066268921,-3.679159641265869
135669.3999999999,7,human,head-on,0.5166396498680115,1.8488550186157227,-3.6876180171966553
135680.5,7,human,head-on,0.5127378106117249,1.8480653762817383,-3.6960794925689697
135691.69999999995,7,human,head-on,0.5088016390800476,1.8472011089324951,-3.7045273780822754
135702.69999999995,7,human,head-on,0.5047500133514404,1.8460438251495361,-3.7130675315856934
135713.8999999999,7,human,head-on,0.5005772113800049,1.8447299003601074,-3.721684694290161
135725.09999999986,7,human,head-on,0.4962962865829468,1.8434562683105469,-3.730679988861084
135736.09999999986,7,human,head-on,0.4918801486492157,1.8420032262802124,-3.7398431301116943
135747.3999999999,7,human,head-on,0.48729637265205383,1.8404262065887451,-3.7491278648376465
135758.3999999999,7,human,head-on,0.48262113332748413,1.8385578393936157,-3.7582991123199463
135769.69999999995,7,human,head-on,0.47776320576667786,1.836540937423706,-3.7675135135650635
135780.69999999995,7,human,head-on,0.47277340292930603,1.8343833684921265,-3.7768049240112305
135791.80000000005,7,human,head-on,0.4676518738269806,1.8322333097457886,-3.786181926727295
135802.8999999999,7,human,head-on,0.46240755915641785,1.829935908317566,-3.7956714630126953
135814,7,human,head-on,0.4570082724094391,1.827631950378418,-3.8052940368652344
135825.3999999999,7,human,head-on,0.4514474868774414,1.8254112005233765,-3.8150393962860107
135836.3999999999,7,human,head-on,0.4457318186759949,1.823372721672058,-3.824827194213867
